dia phuong,2005,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
geoId-VNM,52.26,90.58,100.0,113.32,128.5,141.26,153.8,161.02,166.22,174.94,181.6,184.6,184.15,158.02,169.79
