dia phuong,Năm,1,2,3,4,5,6,7,8,9,10,11,12
geoId-VNM,2010,111.59,112.15,112.48,112.43,112.31,111.32,111.15,110.92,111.02,111.26,111.76,111.83
geoId-VNM,2011,110.51,109.26,110.16,110.92,111.71,112.15,112.37,113.29,114.19,113.62,113.19,112.68
geoId-VNM,2012,112.63,112.11,111.06,110.36,111.47,110.91,110.81,110.16,109.34,109.89,109.68,109.8
geoId-VNM,2013,109.52,109.72,109.41,109.36,106.16,105.95,105.68,105.6,106.36,105.85,105.6,105.02
geoId-VNM,2014,104.91,104.37,104.44,104.19,104.34,104.42,104.52,104.35,103.1,103.04,103.08,103.27
geoId-VNM,2015,103.16,103.36,103.11,103.18,103.13,103.02,102.85,102.65,102.72,102.65,102.49,102.3
geoId-VNM,2016,102.06,102.12,101.9,101.84,102.23,102.14,102.23,102.37,102.22,102.29,102.36,102.31
geoId-VNM,2017,102.5,101.83,102.12,102.1,101.69,101.71,102.27,102.25,102.32,102.27,102.27,102.33
geoId-VNM,2018,102.25,102.86,102.7,102.59,102.47,102.44,102.27,102.31,102.35,102.31,102.32,102.4
geoId-VNM,2019,102.34,102.07,102.13,102.3,102.41,102.54,102.93,102.94,103.04,103.12,103.14,103.14
geoId-VNM,2020,103.73,103.42,103.62,103.34,103.27,103.31,102.52,102.58,102.35,102.27,102.22,102.1
geoId-VNM,2021,101.42,101.99,101.55,101.75,101.74,101.61,101.44,101.24,101.24,101.26,101.39,101.42
geoId-VNM,2022,101.57,101.04,101.78,101.9,102.03,102.21,102.65,102.86,102.99,103.11,103.08,103.17
