dia phuong,Năm,1,2,3,4,5,6,7,8,9,10,11,12
geoId-VNM,2010,113.57,113.75,114.98,117.33,117.9,116.23,113.54,112.57,112.81,113.36,114.47,115.74
geoId-VNM,2011,115.37,114.33,116.91,119.04,121.07,121.74,122.75,123.76,122.89,121.59,119.65,117.29
geoId-VNM,2012,117.73,119.65,118.08,112.63,108.09,106.18,104.82,106.0,107.91,109.12,109.57,109.18
geoId-VNM,2013,107.73,105.6,103.31,103.31,103.77,105.06,106.51,105.31,104.0,103.39,103.27,105.49
geoId-VNM,2014,106.19,105.04,104.16,104.04,105.04,105.66,105.67,104.43,103.09,102.5,101.32,98.05
geoId-VNM,2015,96.01,96.23,97.1,98.47,99.29,98.99,98.77,98.63,98.33,98.4,99.46,100.95
geoId-VNM,2016,102.36,102.36,102.19,102.06,101.67,101.92,101.84,102.28,103.08,103.41,103.57,103.26
geoId-VNM,2017,103.54,104.77,105.3,104.31,103.38,103.35,103.24,104.23,104.85,105.18,104.63,104.67
geoId-VNM,2018,104.64,103.76,102.96,103.38,103.76,103.88,104.23,103.73,103.23,102.9,102.28,101.14
geoId-VNM,2019,100.94,101.72,102.81,103.25,104.21,103.33,102.92,102.8,102.72,102.94,103.73,105.12
geoId-VNM,2020,106.29,105.53,104.45,101.41,100.37,100.16,100.66,100.43,100.94,100.7,100.64,100.19
geoId-VNM,2021,96.45,100.33,100.82,102.78,102.93,104.02,104.44,104.34,101.63,101.07,101.47,101.04
geoId-VNM,2022,103.51,100.44,101.7,102.72,102.18,101.53,101.13,101.4,104.43,105.42,105.96,107.14
