dia phuong,Năm,1,2,3,4,5,6,7,8,9,10,11,12
geoId-VNM,2010,106.75,108.31,108.11,108.02,108.03,108.01,107.95,108.17,107.84,108.67,109.21,109.57
geoId-VNM,2011,110.14,110.0,110.79,111.5,112.16,112.32,112.57,112.82,112.99,112.53,111.76,110.87
geoId-VNM,2012,110.33,108.94,108.17,107.3,106.78,106.32,106.0,105.68,105.21,104.87,104.85,104.67
geoId-VNM,2013,103.9,104.56,104.3,104.2,104.18,104.17,104.13,104.16,104.24,104.19,104.24,104.19
geoId-VNM,2014,104.62,103.69,104.02,104.16,103.86,103.84,103.75,103.61,103.46,103.4,103.23,103.14
geoId-VNM,2015,102.67,102.63,102.27,102.03,102.1,102.04,102.02,101.96,101.98,102.03,102.07,102.05
geoId-VNM,2016,102.13,102.72,102.28,102.46,102.37,102.26,102.16,102.14,102.08,102.03,101.92,101.97
geoId-VNM,2017,102.32,101.14,101.67,101.56,101.53,101.5,101.46,101.47,101.45,101.4,101.41,101.37
geoId-VNM,2018,100.93,101.7,101.44,101.37,101.37,101.37,101.37,101.42,101.48,101.5,101.51,101.56
geoId-VNM,2019,101.9,101.49,101.7,101.78,101.88,102.12,102.2,102.12,102.09,102.11,102.25,102.27
geoId-VNM,2020,102.24,101.59,101.56,101.62,101.7,101.46,101.35,101.37,101.36,101.39,101.25,101.14
geoId-VNM,2021,100.8,102.0,101.73,101.73,101.56,101.58,101.75,101.92,102.04,102.16,102.43,102.5
geoId-VNM,2022,102.75,102.21,102.65,102.73,102.98,103.22,103.43,103.48,103.44,103.6,103.54,103.79
