dia phuong,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,543.0,486.6,551.4,749.5,1065.1,1082.9,1416.5,1426.5,1668.9,1222.1,2244.4,2173.3,2509.7,3336.0,3188.5,3634.9,4061.4,4744.5,4887.1,1707.08,458.34,2589.89
