dia phuong,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,23.1,22.9,28.9,28.9,33.6,36.5,43.1,44.4,48.36,60.28,61.33,54.81,63.18,71.96,73.7,73.8,75.0,75.61,77.03,80.38,91.81,89.69
