dia phuong,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,425.6,516.8,600.0,809.3,1366.3,1778.2,3319.7,3714.5,4969.8,9364.5,11092.7,10330.0,15676.5,19996.9,22448.8,23992.7,27086.3,30519.1,34403.14,13254.24,8261.5,31799.9
