dia phuong,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,27.0,20.0,20.9,22.7,22.4,20.4,18.4,17.0,16.24,7.86,12.41,11.53,10.11,12.0,10.5,11.2,11.3,11.75,11.0,10.3,5.09,7.31
