dia phuong,2005,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
geoId-VNM,31778.0,48776.0,55853.0,64801.0,81326.0,80147.0,79469.0,83260.0,87517.0,91098.0,99506.0,97957.0,100582.31,104532.0,107180.0,99343.0
