dia phuong,2005,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
geoId-VNM,,,,,2257.0,2334.0,1484.0,1055.0,1586.0,1953.0,2295.0,1753.0,1677.0,3151.0,2324.0,1467.0
