dia phuong,2005,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
geoId-VNM,1592.0,2359.0,2058.0,3409.0,4559.0,4219.0,1844.0,3361.0,2326.0,2324.0,2982.0,4575.26,3266.62,5554.0,5324.0,2390.0
