dia phuong,2005,2007,2008,2009,2010 (**),2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Sơ bộ 2021,Ước tính 2022
geoId-VNM,26.9,33.6,38.8,42.5,55.82,59.59,65.5,69.3,77.33,86.04,80.63,86.44,93.58,97.83,102.72,111.35,127.1
