dia phuong,2005,2007,2008,2009,2010 (**),2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Sơ bộ 2021,Ước tính 2022
geoId-VNM,21.4,25.3,32.0,37.9,55.77,70.03,78.81,85.2,93.1,97.75,105.71,117.19,129.12,141.0,150.06,172.8,187.99
