dia phuong,2005,2007,2008,2009,2010 (**),2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Sơ bộ 2021,Ước tính 2022
geoId-VNM,66.0,76.3,85.9,84.9,458.98,499.51,531.35,622.77,571.11,588.34,683.81,723.56,841.21,812.03,859.82,1076.23,1067.25
