dia phuong,2005,2007,2008,2009,2010 (**),2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Sơ bộ 2021,Ước tính 2022
geoId-VNM,7.5,9.7,13.6,14.1,17.63,23.5,26.87,27.7,30.0,32.48,35.13,37.92,42.24,48.23,57.44,74.68,81.07
