dia phuong,2005,2007,2008,2009,2010 (**),2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Sơ bộ 2021,Ước tính 2022
geoId-VNM,17.9,25.6,37.0,51.1,27.88,30.03,35.22,39.05,44.91,43.1,48.59,53.13,53.48,52.66,50.04,46.77,53.24
