dia phuong,2005,2007,2008,2009,2010 (**),2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Sơ bộ 2021,Ước tính 2022
geoId-VNM,37.3,85.3,125.5,84.7,99.39,139.0,165.78,168.22,204.21,207.6,206.25,228.42,238.01,237.54,244.69,250.88,252.83
