dia phuong,2005,2007,2008,2009,2010 (**),2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Sơ bộ 2021,Ước tính 2022
geoId-VNM,21.4,23.0,25.6,27.0,47.45,54.53,61.31,69.1,77.55,88.63,100.21,107.32,117.14,141.69,153.96,174.85,188.17
