dia phuong,2005,2007,2008,2009,2010 (**),2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Sơ bộ 2021,Ước tính 2022
geoId-VNM,346.6,373.8,503.1,567.1,667.86,966.9,1049.37,1120.49,1341.1,957.84,867.78,961.16,1239.23,1167.44,1108.26,1179.45,1367.8
