dia phuong,2005,2007,2008,2009,2010 (**),2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Sơ bộ 2021,Ước tính 2022
geoId-VNM,32.3,34.7,40.8,41.6,235.21,265.78,257.13,298.17,279.73,271.65,330.31,308.37,310.63,322.08,261.8,245.36,293.89
