dia phuong,2000-2001,2001-2002,2002-2003,2003-2004,2004-2005,2005-2006,2006-2007,2007-2008,2008-2009,2009-2010,2010-2011,2011-2012,2012-2013,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,Sơ bộ 2021-2022
geoId-VNM,2740.9,2958.9,3062.5,3133.7,3194.0,3094.4,2965.1,2830.4,2661.0,2515.3,2416.5,2388.2,2363.6,2401.8,2489.5,2506.6,2552.4,2617.0,2651.6,2713.7,2857.3,2859.0
