dia phuong,2000-2001,2001-2002,2002-2003,2003-2004,2004-2005,2005-2006,2006-2007,2007-2008,2008-2009,2009-2010,2010-2011,2011-2012,2012-2013,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,Sơ bộ 2021-2022
geoId-VNM,96.2,96.0,94.8,95.0,92.6,95.4,96.7,96.4,98.4,102.8,102.1,101.6,99.9,103.3,101.4,103.4,99.9,103.1,105.6,102.5,101.7,103.8
