dia phuong,2000-2001,2001-2002,2002-2003,2003-2004,2004-2005,2005-2006,2006-2007,2007-2008,2008-2009,2009-2010,2010-2011,2011-2012,2012-2013,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,Sơ bộ 2021-2022
geoId-VNM,161.9,175.3,186.3,196.6,204.4,208.8,213.8,215.0,213.3,216.8,215.7,213.1,212.1,214.0,213.6,214.4,211.4,209.9,201.0,196.4,199.1,198.9
