dia phuong,2000-2001,2001-2002,2002-2003,2003-2004,2004-2005,2005-2006,2006-2007,2007-2008,2008-2009,2009-2010,2010-2011,2011-2012,2012-2013,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,Sơ bộ 2021-2022
geoId-VNM,8371.1,8475.5,8429.7,8379.2,8234.8,8086.0,7887.5,7671.4,7434.7,7337.3,7304.4,7302.0,7226.8,7301.2,7396.9,7540.1,7618.4,7809.0,8092.8,8296.3,8563.2,8740.6
