dia phuong,2005,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,343.2,299.7,267.6,248.1,291.1,338.2,356.7,292.5,285.6,225.9,255.29,230.08,201.0,174.74,180.6
