dia phuong,2005,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,23.0,304.6,489.7,524.3,653.3,630.5,529.6,864.0,952.0,1463.0,1612.18,1585.3,2074.74,1689.26,1277.44
