dia phuong,2005,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,473.5,1702.3,2906.4,2930.8,2964.8,3484.3,3954.0,4093.0,5472.0,7746.0,12755.5,18342.34,23917.56,24932.27,21866.38
