dia phuong,2005,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,2189.5,2359.9,2411.3,2602.0,3205.0,3730.8,3829.4,3729.1,3536.6,3677.0,4042.49,3951.66,4155.32,4301.76,4290.4
