dia phuong,2005,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,897.7,679.0,975.3,862.0,776.4,718.1,905.6,1061.0,982.0,648.5,996.51,945.0,1134.59,1208.08,987.01
