dia phuong,2005,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,9.0,15.0,1721.0,1958.0,3523.0,3914.0,5941.0,7333.0,8927.0,12613.0,14269.0,19713.03,24100.0,54062.47,57522.47
