dia phuong,2005,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,12.9,17.1,11.2,88.2,84.2,116.9,104.7,104.1,172.0,242.6,298.37,509.36,538.75,605.17,611.8
