dia phuong,2005,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,8.6,363.9,516.8,530.2,592.9,650.7,984.2,1454.0,2057.0,3346.0,7923.37,13437.53,13466.26,15716.28,14497.48
