dia phuong,2005,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,2819.0,23626.0,22323.0,22723.0,8467.0,9400.0,12018.0,17535.0,18579.0,13432.0,18294.58,23507.82,20897.9,17860.19,18373.3
