dia phuong,2005,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,346.7,380.2,387.9,415.2,425.7,527.1,498.4,397.5,414.4,399.4,464.7,537.28,312.64,360.35,375.9
