dia phuong,2005,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,1133.7,1327.1,1860.2,1674.1,1662.1,1526.0,1635.0,1740.0,2043.0,2634.0,2571.0,2647.35,3610.35,3178.29,2860.82
