dia phuong,2005,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,504.1,404.6,264.7,254.8,122.3,118.5,119.1,85.9,18.0,20.5,9.87,0.0,0.0,0.0,0.0
