dia phuong,2005,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,1284.4,4415.5,3482.0,3367.4,3517.1,4246.3,5283.2,6257.0,7803.0,8777.0,10639.31,11504.75,15672.51,18924.41,21549.86
