dia phuong,2005,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,985.1,1755.3,3072.3,3043.4,3226.2,3479.6,3820.8,4546.0,5677.0,6503.0,7028.97,7817.4,11996.76,9487.72,9735.86
