dia phuong,2005,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,441.9,1033.8,1899.9,1876.3,1718.6,2203.1,2440.2,1775.0,2463.0,2937.0,3219.95,3319.5,8376.56,7526.74,6091.45
