dia phuong,2005,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,18519.0,16277.0,14828.0,14940.0,16087.0,16133.0,17041.0,18374.0,16702.0,15153.0,,,,,
