dia phuong,2005,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,639.0,620.0,577.0,734.0,674.0,751.0,496.0,698.0,514.0,496.0,547.93,857.22,418.94,461.7,469.73
