dia phuong,2005,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,49250.0,57002.0,67678.0,76818.0,103157.0,111140.0,123291.0,133081.0,148239.0,165548.0,176617.0,184201.84,190412.5,172942.02,182895.13
