dia phuong,2005,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,2903.0,8676.0,10644.0,14849.0,14594.0,14563.0,14631.0,18161.0,23055.0,28508.0,35365.0,43734.14,50096.28,51992.09,57400.76
