dia phuong,2005,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,,83.0,186.0,245.0,652.0,572.0,351.0,372.0,528.0,365.0,417.97,424.26,232.0,390.0,339.0
