dia phuong,2005,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,3403.2,7497.9,8414.5,8084.9,8405.4,9251.9,10739.0,12543.0,15523.0,17914.0,20239.28,21969.49,31279.62,31590.42,34146.54
