dia phuong,2005,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,52078.0,80643.0,91722.0,101499.0,115147.0,124454.0,141250.0,157949.0,175745.0,191593.0,209180.58,227422.69,235410.4,244864.68,258790.91
