dia phuong,2005,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,1560.6,1670.8,1845.4,2148.9,2121.9,2088.5,2097.2,1924.7,1699.7,1804.0,1809.18,1280.87,1481.93,1566.95,1512.1
