dia phuong,2005,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,2176.6,2342.6,2400.1,2513.8,3120.8,3613.9,3724.7,3625.0,3364.6,3434.4,3744.11,3442.3,3610.85,3688.32,3669.9
