dia phuong,2005,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,176.2,476.0,412.1,553.9,747.6,756.7,791.5,981.9,966.9,1038.1,1049.91,1586.75,1703.04,1723.86,1708.3
