dia phuong,năm,Tổng số,"Dưới 0,5 tỷ đồng","Từ 0,5 đến dưới 1 tỷ đồng",Từ 1 đến dưới 5 tỷ đồng,Từ 5 đến dưới 10 tỷ đồng,Từ 10 đến dưới 50 tỷ,Từ 50 đến dưới 200,Từ 200 đến dưới 500 tỷ,Từ 500 tỷ đồng trở lên
geoId-VNM,2020,15089,905,1223,5969,2578,3199,941,187,87
