dia phuong,năm,Tổng số,"Dưới 0,5 tỷ đồng","Từ 0,5 đến dưới 1 tỷ đồng",Từ 1 đến dưới 5 tỷ đồng,Từ 5 đến dưới 10 tỷ đồng,Từ 10 đến dưới 50 tỷ,Từ 50 đến dưới 200,Từ 200 đến dưới 500 tỷ,Từ 500 tỷ đồng trở lên
geoId-VNM,2020,3.15,1.77,1.26,1.33,1.74,3.83,11.48,19.66,24.42
