dia phuong,Tổng số,Dưới 5 người,5-9 người,10-49 người,50-199 người,200-299 người,300-499 người,500-999 người,1000-4999 người,5000 người trở lên
geoId-VNM,3.15,1.29,2.01,5.44,18.25,31.5,37.23,44.06,54.97,64.41
