dia phuong,năm,Tổng số,"Dưới 0,5 tỷ đồng","Từ 0,5 đến dưới 1 tỷ đồng",Từ 1 đến dưới 5 tỷ đồng,Từ 5 đến dưới 10 tỷ đồng,Từ 10 đến dưới 50 tỷ,Từ 50 đến dưới 200,Từ 200 đến dưới 500 tỷ,Từ 500 tỷ đồng trở lên
geoId-VNM,2020,25533,3335,3178,10255,3375,3880,1033,261,216
