Tỉnh/Thành phố,Thời gian,CSTP 9: Đào tạo lao động,Tỉ lệ DN đánh giá Giáo dục phổ thông tại tỉnh có chất lượng Tốt(%),Tỉ lệ DN đánh giá Giáo dục dạy nghề tại tỉnh có chất lượng Tốt(%),DN từng sử dụng dịch vụ Giới thiệu việc làm (GTVL) tại tỉnh (%),DN đã sử dụng nhà cung cấp tư nhân cho dịch vụ GTVL (%),DN có ý định tiếp tục sử dụng dịch vụ GTVL (%),Phần trăm tổng chi phí kinh doanh dành cho Đào tạo lao động (%),Phần trăm tổng chi phí kinh doanh dành cho Tuyển dụng lao động (%),Lao động tại tỉnh đáp ứng được nhu cầu sử dụng của DN (%),"Tỉ lệ lao động qua đào tạo /số lao động chưa qua đào tạo(%, BLĐTBXH)","Tỉ lệ lao động qua đào tạo trên tổng lực lượng lao động (%, BLĐTBXH)",Tỉ lệ lao động qua đào tạo đang làm việc tại DN (%)
geoId-LSN,201700,6.19287109375,0.557692289352417,0.25471699237823486,0.5925925970077515,0.5,0.625,5.472023809523811,3.36948717948718,0.9117646813392639,0.043168265372514725,0.09022288769483566,50.31153846153846
geoId-LCI,201700,6.5609660148620605,0.6086956262588501,0.4583333432674408,0.6896551847457886,0.4000000059604645,0.75,5.9845070422535205,3.880793650793651,0.8705882430076599,0.043460872024297714,0.09422246366739273,57.36818181818182
geoId-LAN,201700,6.063846111297607,0.6593406796455383,0.5157894492149353,0.6842105388641357,0.3076923191547394,0.692307710647583,5.948108108108109,5.472913043478261,0.9146341681480408,0.048617761582136154,0.06135907769203186,47.49508196721311
Nam Định,201700,7.310686111450195,0.7017543911933899,0.4166666567325592,0.6666666865348816,0.75,0.6000000238418579,5.458387096774193,3.524146341463415,0.8495575189590454,0.08691178262233734,0.0970037654042244,49.79156626506025
geoId-NAN,201700,6.9390692710876465,0.5228758454322815,0.3466666638851166,0.5263158082962036,0.6000000238418579,0.6499999761581421,6.791229508196721,4.8954385964912275,0.9510489702224731,0.09517945349216461,0.11314030736684799,54.05785714285714
geoId-NBH,201700,7.38454532623291,0.557894766330719,0.35789474844932556,0.6060606241226196,0.6499999761581421,0.5,7.420933333333334,5.441617647058823,0.9195402264595032,0.1609800010919571,0.1353265941143036,52.27142857142857
geoId-NTN,201700,6.190328598022461,0.5652173757553101,0.33898305892944336,0.75,0.6333333253860474,0.5,4.821666666666667,4.795054945054945,0.9107142686843872,0.0332038588821888,0.06767435371875763,51.65632183908046
geoId-PTO,201700,6.896109104156494,0.6078431606292725,0.3786407709121704,0.5,0.5384615659713745,0.6153846383094788,4.739285714285716,4.222439024390244,0.8494623899459839,0.10088161379098892,0.10533546656370163,49.840133333333334
geoId-PYN,201700,6.241611003875732,0.6547619104385376,0.3068181872367859,0.75,0.6111111044883728,0.7222222089767456,5.016451612903226,6.428790322580645,0.9154929518699646,0.044307317584753036,0.07856050133705139,44.54081632653061
geoId-QBH,201700,6.579474449157715,0.5773195624351501,0.29591837525367737,0.6571428775787354,0.695652186870575,0.47826087474823,6.508831168831168,4.481216216216216,0.8888888955116272,0.0918375700712204,0.07944923639297485,58.28742857142857
geoId-QNM,201700,6.522927761077881,0.6048387289047241,0.4692307710647583,0.6216216087341309,0.739130437374115,0.3913043439388275,6.492446808510638,7.30968085106383,0.9026548862457275,0.06389760971069336,0.09233976900577545,56.83164556962025
geoId-QNI,201700,6.439748287200928,0.6481481194496155,0.41818180680274963,0.7058823704719543,0.6666666865348816,0.7083333134651184,5.727976190476191,5.660454545454545,0.893203854560852,0.045092497020959854,0.0754082128405571,53.275324675324676
geoId-QNH,201700,7.7576775550842285,0.5416666865348816,0.3732394278049469,0.574999988079071,0.43478259444236755,0.739130437374115,5.20923076923077,3.733474576271187,0.921875,0.16289040446281433,0.1353265941143036,58.58541666666667
geoId-QTI,201700,6.227537155151367,0.5899999737739563,0.4000000059604645,0.71875,0.260869562625885,0.6086956262588501,6.260897435897436,5.876216216216217,0.8494623899459839,0.07575713098049164,0.1079024001955986,38.33916666666667
geoId-STG,201700,5.304603576660156,0.6494845151901245,0.4301075339317322,0.6388888955116272,0.52173912525177,0.6086956262588501,5.1084375,6.491607142857143,0.8823529481887817,0.02160133235156536,0.03634405508637428,36.120588235294115
geoId-SLA,201700,5.3158488273620605,0.4693877696990967,0.28431373834609985,0.5714285969734192,0.6875,0.625,7.831234567901235,8.51448717948718,0.8645833134651184,0.04346555471420288,0.06409851461648941,44.63961038961039
geoId-HCM,201700,7.273200035095215,0.5159235596656799,0.40634921193122864,0.6293706297874451,0.9222221970558167,0.6888889074325562,7.595610859728505,5.556347826086957,0.9154411554336548,0.11107093095779419,0.09981084614992142,48.68594444444444
geoId-TTH,201700,6.864629745483398,0.704081654548645,0.41584157943725586,0.574999988079071,0.6086956262588501,0.6086956262588501,7.1092771084337345,4.896714285714285,0.9239130616188049,0.09804365038871765,0.0992312952876091,53.14146341463415
geoId-TNH,201700,6.379890441894531,0.6206896305084229,0.375,0.6571428775787354,0.782608687877655,0.695652186870575,6.273229166666668,4.864296703296704,0.8938053250312805,0.05002836883068085,0.05506299436092377,44.14011111111111
geoId-TBH,201700,6.465117454528809,0.5511810779571533,0.33070865273475647,0.6410256624221802,0.6399999856948853,0.5199999809265137,5.175047619047619,3.9526666666666666,0.9365079402923584,0.07208597660064697,0.08185193687677383,44.9934065934066
geoId-TNN,201700,7.695038318634033,0.6239316463470459,0.4416666626930237,0.6000000238418579,0.5714285969734192,0.7142857313156128,3.863368421052632,3.5040449438202255,0.8712871074676514,0.13570499420166016,0.10085714608430862,58.70897435897436
geoId-THA,201700,6.512578964233398,0.672897219657898,0.3909091055393219,0.7894737124443054,0.5333333611488342,0.6666666865348816,8.222784810126582,5.474246575342466,0.8834951519966125,0.07635626941919327,0.08093097805976868,54.30918918918918
geoId-TGG,201700,6.0051188468933105,0.6938775777816772,0.4693877696990967,0.6410256624221802,0.6000000238418579,0.7599999904632568,7.424567901234569,5.123013698630136,0.9268292784690857,0.0414600595831871,0.043589964509010315,43.85743243243244
geoId-TVH,201700,5.303438186645508,0.5975610017776489,0.47560974955558777,0.6153846383094788,0.625,0.5625,6.206481481481482,9.108297872340424,0.9295774698257446,0.02632615901529789,0.04500940442085266,36.5196
geoId-TQG,201700,6.7205634117126465,0.4749999940395355,0.3255814015865326,0.7272727489471436,0.75,0.375,5.105909090909091,4.340666666666666,0.8518518805503845,0.08116832375526428,0.09380007535219193,47.563559322033896
geoId-VLG,201700,6.633124828338623,0.675000011920929,0.488095223903656,0.6451612710952759,0.6499999761581421,0.5,3.105454545454545,3.3531034482758617,0.9411764740943909,0.05598042905330658,0.06265106797218323,41.9209090909091
geoId-VPC,201700,6.678210258483887,0.6115702390670776,0.3840000033378601,0.7209302186965942,0.7419354915618896,0.6129032373428345,7.922685185185185,7.120638297872341,0.8583333492279053,0.09951210021972656,0.10656843334436417,50.485365853658536
geoId-YBI,201700,6.2230095863342285,0.49462366104125977,0.24731183052062988,0.5416666865348816,0.6153846383094788,0.7692307829856873,6.1453225806451615,2.7853968253968246,0.8588235378265381,0.047403059899806976,0.08477006107568741,45.44411764705882
