dia phuong,2006,2008,2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,511.0,792.0,1211.0,1603.0,,1888.0,,2157.0,,2545.8,,2892.0,,
