Năm,"Tỉnh, thành phố",1,2,3,4,5,6,7,8,9,11,12
2006,geoId-CMU,69.0,,,116.0,231.0,324.0,475.0,450.0,374.0,80.0,27.0
2008,geoId-NDH,61.0,21.0,31.0,38.0,165.0,220.0,214.0,338.0,245.0,204.0,22.0
