Năm,"Tỉnh, thành phố",1,2,3,4,5,6,7,8,9,11,12
2002,,5.0,21.0,12.0,17.0,413.0,368.0,319.0,149.0,105.0,47.0,42.0
2002,,,,1.0,19.0,270.0,,515.0,368.0,427.0,13.0,10.0
