dia phuong,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,48.4,49.2,51.8,53.1,57.5,59.8,64.3,67.5,71.5,79.1,83.6,87.8,88.5,85.5,85.7,101.8,100.6,103.3,114.8,120.3,120.6,119.9,120.1
