dia phuong,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,3771.0,4022.5,4530.1,4852.0,3939.0,3948.5,3969.5,4465.8,4937.6,5465.3,6421.9,6896.9,7299.9,7754.6,8271.1,9521.6,11127.7,11913.8,13758.6,15355.4,16656.5,17690.2,18260.8
