dia phuong,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,8062.5,9541.59,9383.9,9023.37,9010.48,11298.6,8996.9,8477.3,8309.0,8039.8,7677.6,6635.63,5739.2,5483.55
