dia phuong,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,55.9,22.21,11.21,16.31,8.9,7.9,12.8,25.5,9.2,4.4,6.5,8.86,8.7,9.61
