dia phuong,Năm,1,2,3,4,5,6,7,8,9,10,11,12
geoId-VNM,2002,101.5,101.5,101.8,103.7,102.6,103.9,99.8,99.8,100.4,101.8,99.8,101.2
geoId-VNM,2003,105.5,104.8,98.8,96.9,100.2,103.8,99.8,100.1,102.9,103.4,103.0,105.1
geoId-VNM,2004,103.1,99.1,100.2,102.3,95.9,98.6,100.5,100.4,101.5,101.7,103.2,104.9
geoId-VNM,2005,98.0,98.2,102.0,99.2,99.8,98.5,101.2,100.3,101.6,104.1,100.9,107.5
geoId-VNM,2006,104.0,105.4,101.8,104.8,117.6,94.4,96.9,102.3,97.1,96.9,101.7,103.2
geoId-VNM,2007,98.87,102.08,102.59,101.1,102.33,98.03,99.41,101.49,101.93,106.04,108.89,102.13
geoId-VNM,2008,105.07,105.91,106.45,97.86,96.11,104.36,103.2,97.04,93.64,103.21,94.2,100.78
geoId-VNM,2009,103.64,105.74,105.44,101.4,100.61,105.57,99.57,101.75,102.04,105.01,110.08,110.49
geoId-VNM,2010,97.06,97.97,101.21,99.2,101.91,103.09,102.15,99.12,103.58,107.87,108.67,105.43
geoId-VNM,2011,99.95,99.65,105.0,98.8,101.43,100.36,100.87,108.7,113.14,95.78,100.27,99.03
geoId-VNM,2012,96.38,103.27,99.56,97.38,97.83,97.97,99.69,100.41,105.25,104.64,98.02,100.46
geoId-VNM,2013,98.27,99.67,97.27,97.44,95.38,95.89,93.72,100.32,101.97,97.13,98.96,96.67
geoId-VNM,2014,98.18,101.87,103.31,98.96,99.15,99.88,101.38,99.66,98.34,97.18,98.51,99.95
geoId-VNM,2015,100.55,102.7,98.37,98.96,99.73,99.92,98.76,96.08,103.54,99.95,99.39,97.2
geoId-VNM,2016,99.77,103.02,104.87,100.3,101.45,99.99,105.36,101.72,99.64,98.31,98.88,97.48
geoId-VNM,2017,99.82,102.45,99.72,101.01,99.9,100.25,99.12,101.11,102.61,99.12,99.7,99.88
geoId-VNM,2018,101.69,101.83,99.65,100.47,99.25,99.21,98.43,98.59,99.03,100.12,100.98,100.41
geoId-VNM,2019,102.25,101.53,99.51,99.5,99.5,101.98,104.79,104.61,103.25,99.43,99.37,99.64
geoId-VNM,2020,104.37,102.74,103.87,100.69,102.41,101.71,103.49,109.86,99.67,98.9,100.87,99.17
geoId-VNM,2021,102.17,100.25,97.03,98.1,101.68,101.12,98.61,99.51,100.0,99.79,102.65,100.25
geoId-VNM,2022,101.08,101.85,104.51,100.73,99.48,98.86,97.61,99.1,98.29,100.5,101.82,100.45
