dia phuong,Năm,1,2,3,4,5,6,7,8,9,10,11,12
geoId-VNM,2002,100.9,101.3,99.0,99.9,99.8,100.0,99.7,100.3,100.1,100.6,100.1,100.3
geoId-VNM,2003,100.6,102.1,98.9,100.1,100.3,100.1,100.0,100.1,100.1,100.0,100.3,101.7
geoId-VNM,2004,100.9,101.8,99.0,100.0,100.4,100.0,100.9,100.4,100.3,100.4,100.1,101.0
geoId-VNM,2005,100.9,101.6,99.5,100.2,100.4,100.3,100.6,100.5,100.4,100.4,100.5,100.7
geoId-VNM,2006,100.8,101.7,99.6,100.2,101.0,99.7,100.5,100.2,100.0,100.9,101.0,100.8
geoId-VNM,2007,100.89,102.26,99.45,100.45,100.71,100.49,100.46,100.48,100.42,100.45,101.02,101.61
geoId-VNM,2008,102.6,103.4,100.1,100.53,100.33,100.96,101.14,100.9,100.36,100.85,100.39,100.75
geoId-VNM,2009,101.93,102.01,100.26,100.38,101.44,101.36,100.45,100.4,100.48,100.48,100.54,101.0
geoId-VNM,2010,102.24,102.52,100.56,100.33,101.34,100.46,100.3,100.19,100.57,100.7,100.99,101.06
geoId-VNM,2011,101.04,101.36,101.39,101.02,102.06,100.86,100.49,101.01,101.37,100.2,100.61,100.6
geoId-VNM,2012,101.0,100.89,100.44,100.38,103.09,100.35,100.4,100.42,100.61,100.71,100.42,100.71
geoId-VNM,2013,100.74,101.07,100.16,100.33,100.08,100.15,100.14,100.35,101.33,100.23,100.18,100.16
geoId-VNM,2014,100.63,100.55,100.23,100.09,100.22,100.23,100.24,100.18,100.12,100.17,100.22,100.34
geoId-VNM,2015,100.53,100.74,99.99,100.16,100.17,100.12,100.08,99.98,100.19,100.1,100.07,100.15
geoId-VNM,2016,100.29,100.8,99.77,100.1,100.56,100.03,100.17,100.11,100.05,100.17,100.13,100.1
geoId-VNM,2017,100.48,100.14,100.06,100.08,100.15,100.05,100.73,100.1,100.11,100.12,100.14,100.16
geoId-VNM,2018,100.4,100.74,99.9,99.98,100.02,100.02,100.56,100.13,100.14,100.09,100.15,100.24
geoId-VNM,2019,100.34,100.47,99.96,100.15,100.13,100.15,100.94,100.14,100.25,100.17,100.16,100.24
geoId-VNM,2020,100.92,100.17,100.16,99.87,100.07,100.19,100.17,100.2,100.02,100.09,100.12,100.12
geoId-VNM,2021,100.24,100.74,99.72,100.07,100.06,100.06,100.0,100.0,100.02,100.12,100.25,100.14
geoId-VNM,2022,100.39,100.22,100.46,100.18,100.19,100.24,100.43,100.2,100.14,100.23,100.22,100.23
