dia phuong,2000,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
geoId-VNM,100.45,102.38,103.85,104.2,105.88,106.15,110.33,108.87,106.92,112.1,109.98,107.88,104.33,103.29,102.11,101.07,101.5,101.74,100.78,100.88,101.63
